Laptop_name,Year,OS,CPU,CPU_Cores,CPU_Threads,CPU_Default_Clock,CPU_Boosted_Clock,CPU_Transistor_Size(nm),CPU_L3(MB),CPU_TDP,GPU,GPU_Memory(GB),GPU_Memory_Type,GPU_Bus_Width(bit),GPU clock,GPU memory clock,Memory,Storage,Display,Weight(kg),Price
Acer Aspire 8950G-263161.5TWnss,2011,Windows,core i7-2630qm,4,8,2.0,2.9,32,6.0,45 W,radeon hd 6850m,1.0,GDDR3,128,675 MHz,800 MHz,"16 GB  ,, 4x 4096 MByte DDR3 (1333 MHz)","WDC Scorpio Blue WD7500BPVT-22HXZT1, 750 GB  ","18.40 inch 16:9, 1920 x 1080 pixel, Chi Mei N184H6-L02, 46.7 cm, LED backlight, glossy: yes",3.9,1800 Euro
Acer Aspire 5253G-E354G50Mnrr,2011,Windows,e-350,2,2,1.6,,40,,18 W,radeon hd 6470m,0.5,DDR3,64,700 MHz,800 MHz,,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: yes",2.5,600 Euro
Acer Aspire 5742G-458G64Mnkk,2011,Windows,core i5-450m,2,4,2.4,2.666,32,3.0,35 W,geforce gt 540m,1.0,DDR3,128,672 MHz,900 MHz,"8 GB  ,, 2x4096MB PC3-8500","Toshiba MK6465GSX, 640 GB  ","15.60 inch 16:9, 1366 x 768 pixel, LG Display LP156WH2-TLEA, glossy: yes",2.473,799 Euro
Acer Aspire 4820TG-644G16Mnks,2011,Windows,core i7-640m,2,4,2.8,3.467,32,4.0,35 W,radeon hd 6550m,1.0,DDR3,128,600 MHz,900 MHz,"4 GB  ,, PC3-10700 (667MHz)","Intel X25-M G2 SSDSA2M160G2GC, 160 GB  ","14.10 inch 16:9, 1366 x 768 pixel, LP140WH2-TLL1, glossy: yes",2.069,
Asus Zenbook UX31E-DH52B,2011,Windows,core i5-2557m,2,4,1.7,,32,3.0,17 W,hd graphics 3000,,,,650 MHz,System Shared,"4 GB  ,, DDR3","ADATA XM11, 128 GB  ","13.30 inch 16:9, 1600 x 900 pixel, COR17DB, 60Hz, glossy: yes",1.4,999 Euro
Asus N55SF-S1050V,2011,Windows,core i7-2630qm,4,8,2.0,2.9,32,6.0,45 W,geforce gt 555m,1.0,DDR3,128,525 MHz,900 MHz,4 GB  ,,"15.60 inch 16:9, 1920 x 1080 pixel, glossy: yes",2.7,900 Euro
Asus UX31E-RY009V,2011,Windows,core i5-2557m,2,4,1.7,,32,3.0,17 W,hd graphics 3000,,,,650 MHz,System Shared,4 GB  ,,"13.30 inch 16:9, 1600 x 900 pixel, glossy: yes",1.4,1000 Euro
Asus Eee PC 1215B-SIV064M,2011,Windows,e-350,2,2,1.6,,40,,18 W,radeon hd 6310,,,,488 MHz,System Shared,4 GB  ,,"12.10 inch 16:9, 1366 x 768 pixel, glossy: yes",1.5,400 Euro
Asus Zenbook UX21E-KX004V,2011,Windows,core i5-2467m,2,4,1.6,,32,3.0,17 W,hd graphics 3000,,,,650 MHz,System Shared,"4 GB  ,, DDR3-1333, 1x 4 GB, jedno gniazdo","ADATA XM11, 128 GB  ","11.60 inch 16:9, 1366 x 768 pixel, COR0489 / P116NWR1 R2 / IPS226, glossy: yes",1.148,1000 Euro
Asus EEE PC 1015PX,2011,Windows,atom n570,2,4,1.667,,45,,9 W,gma,,,,,System Shared,"1024 MB  ,, ASint Technology, DDR3-1066, max. 2 GB, 1 Bank","Hitachi Travelstar Z5K320 HTS543232A7A384, 320 GB  ","10.10 inch 16:10, 1024 x 600 pixel, LED background illumination, glossy: no",1.178,350 Euro
Asus G74SX-3DE,2011,Windows,core i7-2630qm,4,8,2.0,2.9,32,6.0,45 W,geforce gtx 560m,1.5,GDDR5,192,775 MHz,625 MHz,12 GB  ,"Seagate Momentus 7200.5 ST9750420AS, 750 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, LGD02C5, 3D-display 120Hz, glossy: no",4.61,2000 Euro
Asus VX7-SZ062V,2011,Windows,core i7-2630qm,4,8,2.0,2.9,32,6.0,45 W,geforce gtx 460m,1.5,GDDR5,192,675 MHz,625 MHz,"16 GB  ,, 4x 4096 MB DDR3-SDRAM (1333 MHz)","Seagate Momentus 7200.5 ST9750420AS, 750 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, AU Optronics B156HW01 V5, Full HD, LED backlight, glossy: yes",3.772,2000 Euro
Asus U46SV-WX036V,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 540m,1.0,DDR3,128,672 MHz,900 MHz,"4 GB  ,, SO-DIMM DDR3-SDRAM (1333 MHz), two slots, max. 8 GB","Seagate Momentus 5400.6 ST9500325AS, 500 GB  ","14.00 inch 16:9, 1366 x 768 pixel, InfoVision P140NWR1, glossy: yes",2.326,750 Euro
Asus P43SJ-VO006X,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 520m,1.0,DDR3,64,740 MHz,800 MHz,"4 GB  ,, MByte Samsung, DDR3, 1333 MHz, max. 8 GB, 2 banks","WDC Scorpio Blue WD3200BPVT-80ZEST0, 320 GB  ","14.00 inch 16:9, 1366 x 768 pixel, BT140GW02V9, LED backlight, glossy: no",2.3,749 Euro
Asus Eee PC R051PX,2011,Windows,atom n570,2,4,1.667,,45,,9 W,gma,,,,,System Shared,"1024 MB  ,, DDR3,3 USB 2.0, 1 VGA, 1 Kensington Lock, Audio Connections: Line in, Line out, Card Reader: SD Memory Card, MultiMediaCard, SDHC memory card","Hitachi Travelstar Z5K320 HTS543232A7A384, 320 GB  ","10.10 inch 16:10, 1024 x 600 pixel, glossy: no",1.198,
Asus G74SX-91079V,2011,Windows,core i7-2630qm,4,8,2.0,2.9,32,6.0,45 W,geforce gtx 560m,1.5,GDDR5,192,775 MHz,625 MHz,"8 GB  ,, 2x 4096 MByte DDR3-SDRAM (1333 MHz)","Seagate Momentus 7200.5 ST9750420AS, 750 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, LGD02C5, Full-HD 3D, 120 Hz, LED-Backlight, glossy: no",4.564,1799 Euro
Asus N53SN-SX195V,2011,Windows,core i7-2630qm,4,8,2.0,2.9,32,6.0,45 W,geforce gt 550m,1.0,DDR3,128,740 MHz,900 MHz,8 GB  ,,"15.60 inch 16:9, 1920 x 1080 pixel, glossy: yes",2.7,
Asus N55SF-S1124V,2011,Windows,core i7-2630qm,4,8,2.0,2.9,32,6.0,45 W,geforce gt 555m,1.0,DDR3,128,525 MHz,900 MHz,"7.9 GB  ,, 2x 4 GB modules, Hynix HMT351S6BFR8C-H9 ,2 USB 2.0, 2 USB 3.0 / 3.1 Gen1, 1 VGA, 1 HDMI, 1 Kensington Lock, Audio Connections: 1 headphone - stereo 3.5 mm, 1 microphone - 3.5 mm, 1 bass, Card Reader: MMC, SD Memory Card, Memory Stick, Memory Stick Pro Duo ","Seagate Momentus 7200.5 ST9750420AS, 750 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, SAMSUNG 156HT01-201, glossy: no",2.7,1200 Euro
Asus N75SF-V2G-TZ117V,2011,Windows,core i7-2630qm,4,8,2.0,2.9,32,6.0,45 W,geforce gt 555m,1.0,DDR3,128,525 MHz,900 MHz,"8 GB  ,, 2x 4096 MB DDR3-SDRAM (1333 MHz), 2 slots, max. 8 GB","Seagate Momentus 5400.7 ST9750423AS, 750 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, Chi Mei N173HGE-L21, Full HD, LED backlight, glossy: yes",3.67,1199 Euro
Asus G74SX-91085V,2011,Windows,core i7-2630qm,4,8,2.0,2.9,32,6.0,45 W,geforce gtx 560m,1.5,GDDR5,192,775 MHz,625 MHz,16 GB  ,,"17.30 inch 16:9, 1920 x 1080 pixel, glossy: yes",4.6,
Asus N45S,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 555m,1.0,DDR3,128,525 MHz,900 MHz,4 GB  ,,"14.00 inch 16:9, 1366 x 768 pixel, glossy: yes",3.0,
Asus N55SF-1060V,2011,Windows,core i7-2630qm,4,8,2.0,2.9,32,6.0,45 W,geforce gt 555m,1.0,DDR3,128,525 MHz,900 MHz,6 GB  ,,"15.60 inch 16:9, 1920 x 1080 pixel",2.7,1000 Euro
Asus U36SD-RX013V,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 520m,1.0,DDR3,64,740 MHz,800 MHz,4 GB  ,,"13.30 inch 16:9, 1366 x 768 pixel, glossy: yes",1.7,
Asus U36SD-RX114V,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 520m,1.0,DDR3,64,740 MHz,800 MHz,"4 GB  ,, 666MHz","Intel SSD 320 Series SSDSA2CW160G3, 160 GB  ","13.30 inch 16:9, 1366 x 768 pixel, CPT CLAA133WB01A, glossy: yes",1.67,1200 Euro
Asus N73SV-V1G-TY282V,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 540m,1.0,DDR3,128,672 MHz,900 MHz,"4 GB  ,, 1x4096MB PC3-10600S","Seagate Momentus 5400.6 ST9500325AS, 500 GB  ","17.30 inch 16:9, 1600 x 900 pixel, SAMSUNG LTN173KT01000, glossy: yes",3.448,899 Euro
Asus N75SF-V2G-TZ065V,2011,Windows,core i7-2630qm,4,8,2.0,2.9,32,6.0,45 W,geforce gt 555m,1.0,DDR3,128,525 MHz,900 MHz,6 GB  ,,"17.30 inch 16:9, 1920 x 1080 pixel, glossy: yes",3.7,1000 Euro
Asus U36SD-RX135V,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 520m,1.0,DDR3,64,740 MHz,800 MHz,4 GB  ,,"13.30 inch 16:9, 1366 x 768 pixel, glossy: yes",1.7,800 Euro
Asus X43SV-VX084V,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 540m,1.0,DDR3,128,672 MHz,900 MHz,"4 GB  ,, Samsung, DDR3, 1333 MHz, 2 Bänke, maximal 8 GByte","WDC Scorpio Blue WD5000BEVT-80A0R, 500 GB  ","14.00 inch 16:9, 1366 x 768 pixel, Samsung SEC4542, WXGA, LED, Diagonale: 35.5 Zentimeter, glossy: yes",2.424,699 Euro
Asus U33JC-RX168V,2011,Windows,core i3-380m,2,4,2.534,,32,3.0,35 W,geforce 310m,1.0,DDR3,64,606 MHz,667 MHz,3 GB  ,,"13.30 inch 16:9, 1366 x 768 pixel, glossy: yes",1.5,800 Euro
Asus Eee PC 1015B,2011,Windows,c-50,2,2,1.0,,40,,9 W,radeon hd 6250,,,,500 MHz,System Shared,"1024 MB  ,, DDR3","WDC Scorpio Blue WD2500BPVT-80ZEST0, 250 GB  ","10.10 inch 16:10, 1024 x 600 pixel, HSD03E9, glossy: no",1.3,300 Euro
Asus Eee PC 1015B,2011,Windows,c-50,2,2,1.0,,40,,9 W,radeon hd 6250,0.5,GDDR3,64,650 MHz,500 MHz,"1024 MB  ,, DDR3","WDC Scorpio Blue WD2500BPVT-80ZEST0, 250 GB  ","10.10 inch 16:10, 1024 x 600 pixel, HSD03E9, glossy: no",1.3,300 Euro
Asus X53SJ-SX534V,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 520m,1.0,DDR3,64,740 MHz,800 MHz,4 GB  ,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: yes",2.7,600 Euro
Asus X53E-SX082V,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,hd graphics 3000,,,,650 MHz,System Shared,"4 GB  ,, Samsung, DDR3-10600, 1333 MHz, max. 8 GByte, 2 Bänke","WDC Scorpio Blue WD5000BPVT-80HXZT1, 500 GB  ","15.60 inch 16:9, 1366 x 768 pixel, LG Display LGD02DC, LED backlight, glossy: yes",2.6,579 Euro
Asus U30SD-XA1,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 520m,1.0,DDR3,64,740 MHz,800 MHz,"4 GB  ,, manufacturer: Hyundai Electronics, DDR3-10700, model: HMT351S6BFR8C-H9, 2 banks, 8 GB maximum","WDC Scorpio Blue WD5000BPVT-80HXZ, 500 GB  ","13.30 inch 16:9, 1366 x 768 pixel, AUO B133XW03 V4, LED, diagonal: 33.8 centimeters, glossy: yes",2.155,869 Euro
Asus N43SN,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 550m,1.0,DDR3,128,740 MHz,900 MHz,4 GB  ,,"14.00 inch 16:9, 1366 x 768 pixel, glossy: yes",2.5,
Asus K73SV-TY032V,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 540m,1.0,DDR3,128,672 MHz,900 MHz,"4 GB  ,, 1x4096MB Hynix PC3-10600S","Seagate Momentus 5400.6 ST9500325AS, 500 GB  ","17.30 inch 16:9, 1600 x 900 pixel, SAMSUNG LTN173KT01000, glossy: yes",3.385,799 Euro
Asus K53SV-SX131V,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 540m,1.0,DDR3,128,672 MHz,900 MHz,"4 GB  ,, DDR3-RAM (1333 MHz),3 USB 2.0, 1 VGA, 1 HDMI, 1 Kensington Lock, Audio Connections: 1x line in, 1x line out, Card Reader: 4in1 (MMC/SD/Memory Stick (Pro))","WDC Scorpio Blue WD6400BPVT-80HXZT1, 640 GB  ","15.60 inch 16:9, 1366 x 768 pixel, CPT14C7, glossy: yes",2.7,800 Euro
Asus Eee PC 1215B-SIV006M,2011,Windows,c-50,2,2,1.0,,40,,9 W,radeon hd 6250,,,,500 MHz,System Shared,"2048 MB  ,, manufacturer: Samsung, M471B5773DH0-CH9, 1066 MHz, DDR3-10600S, maximum 8 GB, 2 slots","Seagate Momentus 5400.6 ST9320325AS, 320 GB  ","12.10 inch 16:9, 1366 x 768 pixel, HannStar HSD121PHW1, LED, WXGA, glossy: yes",1.523,399 Euro
Asus Eee PC 1215B-SIV006M,2011,Windows,c-50,2,2,1.0,,40,,9 W,radeon hd 6250,0.5,GDDR3,64,650 MHz,500 MHz,"2048 MB  ,, manufacturer: Samsung, M471B5773DH0-CH9, 1066 MHz, DDR3-10600S, maximum 8 GB, 2 slots","Seagate Momentus 5400.6 ST9320325AS, 320 GB  ","12.10 inch 16:9, 1366 x 768 pixel, HannStar HSD121PHW1, LED, WXGA, glossy: yes",1.523,399 Euro
Asus P31F-RO108X,2011,Windows,core i3-380m,2,4,2.534,,32,3.0,35 W,gma,,,,,System Shared,"4 GB  ,, Producer: Hynix (Hyundai Electronics), DDR3-10600S, 1066 @ 667 MHz, max. 8 GByte, 2 benches","WDC Scorpio Blue WD3200BEVT-80A0R, 320 GB  ","13.30 inch 16:9, 1366 x 768 pixel, AUO352C, LED, WXGA, Diagonal: 33.8 centimetre, glossy: no",1.9,799 Euro
Asus U43j,2011,Windows,core i5-540m,2,4,2.533,3.073,32,3.0,35 W,geforce 310m,1.0,DDR3,64,606 MHz,667 MHz,2048 MB  ,,"14.00 inch 16:9, 1366 x 768 pixel, glossy: yes",2.3,
Asus G53SW-IX097Z,2011,Windows,core i7-2630qm,4,8,2.0,2.9,32,6.0,45 W,geforce gtx 460m,1.5,GDDR5,192,675 MHz,625 MHz,8 GB  ,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: yes",3.9,1700 Euro
Asus N53SN-SZ162V,2011,Windows,core i7-2630qm,4,8,2.0,2.9,32,6.0,45 W,geforce gt 550m,1.0,DDR3,128,740 MHz,900 MHz,6 GB  ,,"15.60 inch 16:9, 1920 x 1080 pixel, glossy: yes",3.0,1000 Euro
Asus N53SN-SX091V,2011,Windows,core i7-2630qm,4,8,2.0,2.9,32,6.0,45 W,geforce gt 550m,1.0,DDR3,128,740 MHz,900 MHz,"16 GB  ,, manufacturer: Hynix (Hyundai), 4x 4096 MB, DDR3-10600S, 1333 MHz, maximum 16 GB, 4 banks","Seagate Momentus 7200.5 ST9750420AS, 750 GB  ","15.60 inch 16:9, 1366 x 768 pixel, LGD0250, LED, WXGA, manufacturer: LG, glossy: yes",3.0,1299 Euro
Asus G73SW-TZ083V,2011,Windows,core i7-2630qm,4,8,2.0,2.9,32,6.0,45 W,geforce gtx 460m,1.5,GDDR5,192,675 MHz,625 MHz,"8 GB  ,, 4 x 2048 MB DDR3 (1333 MHz), max. 16 GB","Seagate Momentus XT ST95005620AS, 500 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, Hannstar HSD173PUW1, 43.94 cm, LED backlighting, glossy: yes",3.9,1800 Euro
Asus A53SV-SX041V,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 540m,1.0,DDR3,128,672 MHz,900 MHz,4 GB  ,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: yes",2.7,700 Euro
Asus N61JV-JX361V,2011,Windows,core i3-370m,2,4,2.4,,32,3.0,35 W,geforce gt 325m,1.0,DDR3,128,450 MHz,700 MHz,4 GB  ,,"16.00 inch 16:9, 1366 x 768 pixel, glossy: yes",2.8,900 Euro
Asus A52F-EX943V,2011,Windows,core i3-350m,2,4,2.267,,32,3.0,35 W,gma,,,,,System Shared,4 GB  ,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: yes",2.7,600 Euro
Asus N53jf,2011,Windows,core i5-540m,2,4,2.533,3.073,32,3.0,35 W,geforce gt 425m,1.0,DDR3,128,560 MHz,800 MHz,,,"15.60 inch 16:9, 1920 x 1080 pixel, glossy: yes",3.0,900 Euro
Asus B43J-VO029X,2011,Windows,core i5-460m,2,4,2.534,2.8,32,3.0,35 W,mobility radeon hd 5470,0.5,GDDR5,64,750 MHz,800 MHz,2048 MB  ,,"14.00 inch 16:9, 1366 x 768 pixel, glossy: no",2.1,850 Euro
Asus A52JU-SX038V,2011,Windows,pentium p6100,2,2,2.0,,32,3.0,35 W,radeon hd 6370m,1.0,GDDR3,64,750 MHz,800 MHz,"2048 MB  ,, DDR3-8500, 1066 MHz, max. 8 GB, 2 Slots,3 USB 2.0, 1 VGA, 1 HDMI, 1 Kensington Lock, Audio Connections: Microphone Input, Headphone Jack, Card Reader: 4-in-1 Card Reader (MC/SD/Memory Stick (Pro)) ","Seagate Momentus 5400.6 ST9320325AS, 320 GB  ","15.60 inch 16:9, 1366 x 768 pixel, LED Backlight, glossy: yes",2.6,449.00 Euro
Asus N53JN-SX031V,2011,Windows,core i5-450m,2,4,2.4,2.666,32,3.0,35 W,geforce gt 335m,1.0,GDDR3,128,450 MHz,800 MHz,4 GB  ,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: yes",2.7,1000 Euro
Dell Vostro 3555,2011,Windows,a8-3500m,4,4,1.5,2.4,32,,35 W,radeon hd 6620g,,,,444 MHz,System Shared,"6 GB  ,, 4 GB Module Samsung M471B5273DH0-CH9, 2 GB Micron 8JSF25664HZ-1G4D1 Module","Seagate Momentus 7200.5 ST9750420AS, 750 GB  ","15.60 inch 16:9, 1366 x 768 pixel, AUO23EC, glossy: no",2.475,499 Euro
Dell Inspiron 14R-N4110,2011,Windows,core i3-2330m,2,4,2.2,,32,3.0,35 W,hd graphics 3000,,,,650 MHz,System Shared,"6 GB  ,, DDR3 SDRAM","Seagate Momentus 5400.6 ST9500325AS, 500 GB  ","14.00 inch 16:9, 1366 x 768 pixel, BOE059E, glossy: yes",2.245,700 Euro
Dell XPS 17-L702X,2011,Windows,core i7-2630qm,4,8,2.0,2.9,32,6.0,45 W,geforce gt 555m,1.0,DDR3,128,525 MHz,900 MHz,"4 GB  ,, 2x 2048 MBDDR3 (1333 MHz)","Seagate Momentus 7200.4 ST9500420AS, 500 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, LGD02C5, 120 Hz, FHD 3D WLED True Life, glossy: yes",3.6,1334 Euro
Dell XPS 14z,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 520m,1.0,DDR3,64,740 MHz,800 MHz,"4 GB  ,, Hynix 2x2GB DDR3-1333","Seagate Momentus 7200.4 ST9500423AS, 500 GB  ","14.00 inch 16:9, 1366 x 768 pixel, LGD0327, glossy: yes",2.031,949 Euro
Dell Vostro V131,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,hd graphics 3000,,,,650 MHz,System Shared,"4 GB  ,, DDR3 1333MHz, max 8GB","WDC Scorpio Black WD5000BPKT-75PK4T0, 500 GB  ","13.30 inch, 1366 x 768 pixel, AUO312C, LED Backlit LCD, glossy: no",1.85,780 Euro
Dell Inspiron 14zN411z),2011,Windows,core i5-2430m,2,4,2.4,,32,3.0,35 W,hd graphics 3000,,,,650 MHz,System Shared,"8 GB  ,, DDR3 SDRAM","WDC Scorpio Blue WD6400BPVT-75HXZT3, 640 GB  ","14.00 inch 16:9, 1366 x 768 pixel, AUO303C, glossy: yes",2.05,599 Euro
Dell Vostro 3350,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,radeon hd 6470m,0.5,DDR3,64,700 MHz,800 MHz,"4 GB  ,, manufacturer: Samsung, DDR3-10600, 1333 MHz, maximum 8 GB, 2 banks","Seagate Momentus Thin ST320LT007-9ZV142, 320 GB  ","13.30 inch 16:9, 1366 x 768 pixel, AUO312C, LED, diagonal: 33 centimeters, glossy: no",2.19,789 Euro
Dell Vostro 3450 N34506,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,radeon hd 6630m,1.0,DDR3,128,500 MHz,800 MHz,"4 GB  ,, Samsung, DDR3-10600, 1333 MHz, max. 8 GB, 2 slots","WDC Scorpio Black WD3200BEKT-75PVMT0, 320 GB  ","14.00 inch 16:9, 1366 x 768 pixel, Chi Mei N140BGE, LED backlight, glossy: no",2.3,799.00 Euro
Dell Vostro 1540,2011,Windows,core i3-370m,2,4,2.4,,32,3.0,35 W,gma,,,,,System Shared,"4 GB  ,, Hyundai Electronics (Hynix), DDR3, 1333 MHz, 2 banks, 8 GB maximum","WDC Scorpio Blue WD3200BPVT-75ZEST0, 320 GB  ","15.60 inch 16:9, 1366 x 768 pixel, LGD02E3, WXGA, HD, LED, diagonal: 40 centimeters (15.6""), glossy: no",2.405,579 Euro
Dell XPS 15-L502x,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 540m,1.0,DDR3,128,672 MHz,900 MHz,"4 GB  ,, 2x 2048 MB DDR3-RAM (1333 MHz), max. 8 GB","Seagate Momentus 7200.4 ST9500420AS, 500 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, AUO17ED (B156HW01), B+RG LED True-Life, glossy: yes",2.96,1214 Euro
Dell Vostro 3750,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 525m,1.0,DDR3,128,600 MHz,900 MHz,"4 GB  ,, DDR3-10600S, 1333 MHz, Hersteller: Hyundai Electronics, 2 Bänke, maximal 8 GB","Seagate Momentus 7200.4 ST9500420AS, 500 GB  ","17.30 inch 16:9, 1600 x 900 pixel, AUO129E, LED, glossy: no",3.02,799 Euro
Dell XPS 17-702x-0020,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 550m,1.0,DDR3,128,740 MHz,900 MHz,6 GB  ,,"17.30 inch 16:9, 1600 x 900 pixel, glossy: yes",3.6,800 Euro
Dell Vostro 1450,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,radeon hd 6470m,0.5,DDR3,64,700 MHz,800 MHz,4 GB  ,,"14.00 inch 16:9, 1366 x 768 pixel, glossy: yes",2.4,750 Euro
Dell Inspiron 17RN7110),2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,geforce gt 525m,1.0,DDR3,128,600 MHz,900 MHz,"4 GB  ,, 1x 4096 MB DDR3 SDRAM (1333 MHz)","WDC Scorpio Blue WD5000BEVT-75A0RT0, 500 GB  ","17.30 inch 16:9, 1600 x 900 pixel, AUO139E, HD+ WLED True-Life, glossy: yes",3.3,699 Euro
Dell Vostro 3300-N33035R,2011,Windows,core i3-370m,2,4,2.4,,32,3.0,35 W,gma,,,,,System Shared,3 GB  ,,"13.30 inch 16:9, 1366 x 768 pixel, glossy: yes",1.8,700 Euro
"Dell Latitude E5410Core i7 640M, GMA HD)",2011,Windows,core i7-640m,2,4,2.8,3.467,32,4.0,35 W,gma,,,,,System Shared,"4 GB  ,, 2x PC3-10700 (667 MHz) DDR3","Samsung SpinPoint MP4 HM320HJ, 320 GB  ","14.10 inch 16:10, 1440 x 900 pixel, AUO4147, glossy: no",2.63,1500 Euro
"Dell Latitude E5510GMA HD, i7 640M)",2011,Windows,core i7-640m,2,4,2.8,3.467,32,4.0,35 W,gma,,,,,System Shared,"4 GB  ,, 2x PC3-10700 (667 MHz, 2048 MB),1 Express Card 54mm, 4 USB 2.0, 1 Firewire, 1 VGA, 1 Kensington Lock, 1 Serial Port, Audio Connections: Mikrofon, Kopfhörer, Card Reader: 3in1 (MMC/SD/Memory Stick) , 1 Fingerprint Reader","Samsung SpinPoint MP4 HM320HJ, 320 GB  ","15.60 inch 16:9, 1600 x 900 pixel, SEC544B, glossy: no",2.63,1700 Euro
Dell Latitude E4310,2011,Windows,core i5-560m,2,4,2.667,3.2,32,3.0,35 W,gma,,,,,System Shared,"4 GB  ,, 2x 2048 MB, manufacturer: Samsung, DDR3-10600S, 1333 MHz, maximum 8 GB, 2 bays","Seagate Momentus 7200.4 ST9320423AS, 320 GB  ","13.30 inch 16:9, 1366 x 768 pixel, Samsung SEC5441, diagonal: 34 centimeters, WLED-LED, glossy: no",1.85,Ab 1339 Euro
Dell Inspiron duo,2011,Windows,atom n550,2,4,1.5,,45,,9 W,gma,,,,,System Shared,"2048 MB  ,, Manufacturer: Hynix, DDR3-10600S, 1066 MHz @ 800 MHz, max. 2 GByte, 1 Chip","Seagate Momentus Thin ST92503010AS, 250 GB  ","10.10 inch 16:9, 1366 x 768 pixel, Diagonally: 26 Centimeters, LED, Capacitative Touchscreen (Multi-Touch), Panel: LGD02BB, glossy: yes",1.37,549 Euro
HP 630-A1E10EA,2011,Windows,celeron b800,2,2,1.5,,32,2.0,35 W,gma,,,,,System Shared,2048 MB  ,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: no",2.5,500 Euro
HP ProBook 4730s-LH335EA/LH343EA,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,radeon hd 6490m,0.5,GDDR5,64,800 MHz,800 MHz,"4 GB  ,, DDR3, 1333 MHz","Seagate Momentus 5400.7 ST9640320AS, 640 GB  ","17.30 inch 16:9, 1600 x 900 pixel, Samsung 173KT01-101, glossy: no",2.92,620 Euro
HP Pavilion dv6-6051er,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,radeon hd 6770m,1.0,GDDR5,128,725 MHz,900 MHz,4 GB  ,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: yes",2.6,750 Euro
HP Pavilion dv7-6110ec,2011,Windows,core i7-2630qm,4,8,2.0,2.9,32,6.0,45 W,radeon hd 6770m,1.0,GDDR5,128,725 MHz,900 MHz,6 GB  ,,"17.30 inch 16:9, 1600 x 900 pixel, glossy: yes",3.3,1000 Euro
HP EliteBook 2560p LG666EA,2011,Windows,core i5-2410m,2,4,2.3,2.9,32,3.0,35 W,hd graphics 3000,,,,650 MHz,System Shared,"2048 MB  ,, 1x2048 SODIMM","Toshiba MK3261GSYN, 320 GB  ","12.50 inch 16:9, 1366 x 768 pixel, Type unbekannt, glossy: no",1.961,
