,Laptop_name,Year,OS,CPU,CPU_Cores,CPU_Threads,CPU_Default_Clock,CPU_Boosted_Clock,CPU_Transistor_Size(nm),CPU_L3(MB),CPU_TDP,GPU,GPU_Memory(GB),GPU_Memory_Type,GPU_Bus_Width(bit),GPU clock(MHz),GPU memory clock(MHz),RAM(GB),RAM_bus,RAM_DDR,Storage(GB),Storage_Type,Display_Inch,Display_Height(pixel),Display_Width(pixel),Weight(kg),Price(USD)
932,Lenovo V15-ADA 82C7009SGE,2021.0,Windows,athlon gold 3150u,2,4,2.4,3.3,14,4,15 W,radeon rx vega 3,0,,0,1200.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.85,591.0
933,Lenovo Yoga 7 15ITL5-82BJ0031GE,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,15.6,1920,1080,1.9,1715.0
934,Lenovo ThinkPad E15 Gen2-20TD002MGE,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,16,0,4,512.0,SSD,15.6,1920,1080,1.8,1301.0
935,"Lenovo Yoga 7 14ITL5, i7-1165G7",2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.43,1419.0
936,Lenovo ThinkPad T15p-20TN0006GE,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce gtx 1050 mobile,2,GDDR5,128,1354.0,1752.0,16,0,4,512.0,SSD,15.6,3840,2160,2.157,2673.0
937,Lenovo ThinkPad X1 Nano-20UN002UGE,2021.0,Windows,core i7-1160g7,4,8,1.2,4.4,10,12,15 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,13.0,2160,1350,0.946,2602.0
938,Lenovo ThinkPad E14 Gen2-20TA000DGE,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.595,1217.0
939,Lenovo ThinkPad L13 Gen2-20VH0017GE,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,13.3,1920,1080,1.389,1153.0
940,Lenovo IdeaPad 3 14ADA05-81W000CLMH,2021.0,Windows,3020e,2,2,1.2,2.6,14,4,6 W,radeon rx vega 3,0,,0,1200.0,0.0,4,0,4,128.0,SSD,14.0,1920,1080,1.6,
941,Lenovo ThinkPad E585-20KV0008MH,2021.0,Windows,ryzen 5 2500u,4,8,2.0,3.6,14,4,15 W,radeon rx vega 8,0,,0,2000.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,2.1,
942,"Lenovo Legion Slim 7 16ACHg6, 5900HX RTX 3080",2021.0,Windows,ryzen 9 5900hx,8,16,3.3,4.6,7,16,45 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,1024.0,SSD,16.0,2560,1600,2.5,
943,Lenovo IdeaPad Slim 9i 14ITL5,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,4266,4,512.0,SSD,14.0,3840,2160,1.286,1750.0
944,Lenovo ThinkBook 14s Yoga ITL 20WE0023GE,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.5,1538.0
945,Lenovo ThinkPad X1 Carbon G8-20U90044UK,2021.0,Windows,core i7-10510u,4,8,1.8,4.9,14,8,25 W,uhd graphics 620,0,,0,300.0,0.0,16,0,3,512.0,SSD,14.0,1920,1080,1.09,2602.0
946,Lenovo IdeaPad 3 14IGL05-81WH0000MJ,2021.0,Windows,celeron n4020,2,2,1.1,2.8,14,4,6 W,uhd graphics 600,0,,0,200.0,0.0,4,0,4,128.0,SSD,14.0,1920,1080,1.5,
947,Lenovo IdeaPad 5 15ITL05-82FG00B0GE,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.7,
948,Lenovo IdeaPad C340 14API-81N600D2GE,2021.0,Windows,ryzen 7 3700u,4,8,2.3,4.0,12,4,15 W,radeon rx vega 10,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.65,591.0
949,Lenovo Legion 5 15ARH05H-82B1000RRU,2021.0,Windows,ryzen 5 4600h,6,12,3.0,4.0,7,11,54 W,geforce rtx 2060 mobile,6,GDDR6,192,960.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.5,
950,Lenovo IdeaPad Duet 3 10IGL5-82AT002YSP,2021.0,Windows,celeron n4020,2,2,1.1,2.8,14,4,6 W,uhd graphics 600,0,,0,200.0,0.0,4,0,4,512.0,SSD,10.3,1920,1200,0.9,
951,Lenovo ThinkPad P1 G3-20TH001AGE,2021.0,Windows,core i9-10885h,8,16,2.4,5.3,14,16,45 W,quadro t2000 max-q,4,GDDR5,128,1200.0,1751.0,32,0,4,1024.0,SSD,15.6,3840,2160,1.71,4021.0
952,Lenovo ThinkPad X1 Yoga-20QF001WSP,2021.0,Windows,core i5-8265u,4,8,1.6,4.1,14,6,28 W,uhd graphics 620,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,2560,1440,1.4,
953,Lenovo Ideapad Creator 5 15IMH05-82D4003UCK,2021.0,Windows,core i5-10300h,4,8,2.5,4.5,14,6,45 W,geforce gtx 1650 mobile,4,GDDR5,128,1395.0,2001.0,16,0,4,512.0,SSD,15.6,1920,1080,2.2,
954,Lenovo ThinkPad T15p-20TN0005GE,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce gtx 1050 mobile,2,GDDR5,128,1354.0,1752.0,16,0,4,512.0,SSD,15.6,3840,2160,2.1,
955,Lenovo Thinkpad E15-20RD004JSP,2021.0,Windows,core i5-10210u,4,8,1.6,4.2,14,6,25 W,uhd graphics 620,0,,0,300.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.84,
956,Lenovo Legion 5 15ARH05H-82B1003EMH,2021.0,Windows,ryzen 7 4800h,8,16,2.9,4.2,7,12,54 W,geforce rtx 2060 mobile,6,GDDR6,192,960.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.5,
957,Lenovo Yoga Slim 9 14ITL5-82D10044LT,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.29,1774.0
958,Lenovo Legion 5P AMD 4900H,2021.0,Windows,ryzen 9 4900h,8,16,3.3,4.4,7,12,54 W,geforce rtx 2060 mobile,6,GDDR6,192,960.0,1750.0,32,0,4,1024.0,SSD,15.6,1920,1080,2.5,
959,Lenovo Yoga Slim 7i Pro,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,16,0,4,1024.0,SSD,14.0,2880,1800,1.5,
960,Lenovo Yoga Slim 7 Pro 14ARH5-82NK001PSB,2021.0,Windows,ryzen 9 5900hs,8,16,3.0,4.6,7,16,35 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,16,0,4,512.0,SSD,14.0,2880,1800,1.32,1419.0
961,Lenovo Yoga Slim 7 Pro 14ARH5-82MS0073SB,2021.0,Windows,ryzen 5 5600h,6,12,3.3,4.2,7,16,45 W,radeon rx vega 6,0,,0,1500.0,0.0,16,0,4,512.0,SSD,14.0,2240,1400,1.32,946.0
962,"Lenovo Yoga Slim 7 Pro 14ACH5, R7 5800H",2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,14.0,2880,1800,1.32,1183.0
963,Lenovo Yoga Slim 7 Carbon 13ITL5-82EV0048GE,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,13.3,2560,1600,0.966,1301.0
964,Lenovo Yoga Slim 7 15ITL05-82AC002FGE,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,15.6,1920,1080,1.85,1183.0
965,Lenovo Yoga Slim 7 14ITL05-82A30024GE,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,14.0,3840,2160,1.36,
966,"Lenovo Yoga Slim 7 14ITL05, i5-1135G7",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.36,1301.0
967,Lenovo Yoga Slim 7 14IIL05-82A10076GE,2021.0,Windows,core i5-1035g1,4,8,1.0,3.6,10,6,15 W,geforce mx350,2,GDDR5,64,747.0,1752.0,16,0,4,512.0,SSD,14.0,1920,1080,1.5,
968,Lenovo Yoga Slim 7 14ARE05-82A20073MH,2021.0,Windows,ryzen 5 4500u,6,6,2.3,4.0,7,11,25 W,radeon rx vega 6,0,,0,1500.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.4,
969,Lenovo Yoga Slim 7 13ITL5-82CU002JGE,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,13.3,1920,1080,1.21,
970,"Lenovo Yoga Slim 7 13ACN5, R7 5800U",2021.0,Windows,ryzen 7 5800u,8,16,1.9,4.4,7,16,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,13.3,2560,1600,1.21,1159.0
971,Lenovo Yoga S730-81J00060EN,2021.0,Windows,core i7-8565u,4,8,1.8,4.6,14,8,28 W,uhd graphics 620,0,,0,300.0,0.0,8,0,4,512.0,SSD,13.3,1920,1080,1.1,
972,Lenovo Yoga Duet 7 13ITL6-82MA000QGE,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,13.0,2160,1350,0.802,1597.0
973,"Lenovo Yoga Duet 7 13IML05, i5-1135G7",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,13.0,2160,1350,0.802,1549.0
974,Lenovo V15-ADA-82C7007SGE,2021.0,Windows,3020e,2,2,1.2,2.6,14,4,6 W,radeon rx vega 3,0,,0,1200.0,0.0,4,0,4,256.0,SSD,15.6,1366,768,1.9,
975,Lenovo V14 G2 ALC-82KC0001GE,2021.0,Windows,ryzen 7 5700u,8,16,1.8,4.3,7,8,15 W,radeon rx vega 8,0,,0,2000.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.6,
976,Lenovo ThinkPad X13 Yoga-20SX002UGE,2021.0,Windows,core i5-10210u,4,8,1.6,4.2,14,6,25 W,uhd graphics 620,0,,0,300.0,0.0,8,0,4,256.0,SSD,13.3,1920,1080,1.25,1656.0
977,Lenovo ThinkPad X13 G2-20WK00AHGE,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,13.3,1920,1080,1.31,1538.0
978,"Lenovo ThinkPad X12 Detachable, i5-1130G7",2021.0,Windows,core i5-1130g7,4,8,1.1,4.0,10,8,15 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,12.3,1920,1080,0.76,2129.0
979,"Lenovo ThinkPad X12 Detachable, i3-1110G4",2021.0,Windows,core i3-1110g4,2,4,1.8,3.9,10,6,15 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,8,0,4,256.0,SSD,12.3,1920,1280,1.1,1656.0
980,Lenovo ThinkPad X1 Yoga G6-20XY002VUS,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,3840,2160,1.39,3312.0
981,Lenovo ThinkPad X1 Yoga G6-20XY002PUS,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1200,1.39,
982,Lenovo ThinkPad X1 Titanium Yoga G1-20QB0016GE,2021.0,Windows,core i5-1140g7,4,8,4.2,,10,8,15 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,256.0,SSD,13.5,2256,1504,1.18,
983,Lenovo ThinkPad X1 Titanium Yoga G1-20QA0030GE,2021.0,Windows,core i7-1160g7,4,8,1.2,4.4,10,12,15 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,13.5,2256,1504,1.15,3903.0
984,Lenovo ThinkPad X1 Nano-20UN002WMX,2021.0,Windows,core i7-1160g7,4,8,1.2,4.4,10,12,15 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,13.0,2160,1350,1.0,
985,Lenovo ThinkPad X1 Nano-20UN002DGE,2021.0,Windows,core i5-1130g7,4,8,1.1,4.0,10,8,15 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,13.0,2160,1350,0.907,2365.0
986,Lenovo ThinkPad X1 Extreme G4-20Y5000UUS,2021.0,Windows,core i7-11850h,8,16,2.1,4.8,10,24,35 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,16.0,3840,2160,1.86,2247.0
987,Lenovo ThinkPad X1 Extreme G4-20Y5000SUS,2021.0,Windows,core i7-11850h,8,16,2.1,4.8,10,24,35 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,16,0,4,1024.0,SSD,16.0,3840,2400,1.86,2839.0
988,Lenovo ThinkPad X1 Carbon G9-20XW005JGE,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.13,2484.0
989,Lenovo ThinkPad X1 Carbon G9-20XW0026GE,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,1.13,2011.0
990,"Lenovo ThinkPad X1 Carbon G9 FHD, i7-1185G7",2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.13,
991,Lenovo ThinkPad T15g G2-20YS001YUS,2021.0,Windows,core i9-11950h,8,16,2.1,5.0,10,24,35 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,1024.0,SSD,15.6,1920,1080,2.87,2839.0
992,"Lenovo ThinkPad T15 G2, i7-1165G7 iGPU",2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.82,2129.0
993,Lenovo ThinkPad T14 G2-20W00027US,2021.0,Windows,core i5-1145g7,4,8,2.6,4.4,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,1.47,1892.0
994,Lenovo ThinkPad P15v G2-21A9000AGE,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,t600 mobile,4,GDDR6,128,930.0,1250.0,16,0,4,512.0,SSD,15.6,1920,1080,2.07,2129.0
995,Lenovo ThinkPad P15v G1-20TQ003RGE,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,quadro p620,2,GDDR5,128,1266.0,1252.0,32,0,4,1024.0,SSD,15.6,3840,2160,2.07,2602.0
996,Lenovo ThinkPad P15s G2-20W6005EGE,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,t500 mobile,2,GDDR6,64,1365.0,1250.0,32,0,4,1024.0,SSD,15.6,3840,2160,1.75,
997,Lenovo ThinkPad P15 G2-20YQ000VGE,2021.0,Windows,core i9-11950h,8,16,2.1,5.0,10,24,35 W,rtx a5000 mobile,16,GDDR6,256,900.0,1750.0,32,0,4,1024.0,SSD,15.6,1920,1080,2.87,6860.0
998,"Lenovo ThinkPad P15 G2, i7-11800H RTX A3000",2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,rtx a3000 mobile,6,GDDR6,192,1260.0,1375.0,32,0,1,512.0,SSD,15.6,1920,1080,2.87,3193.0
999,Lenovo ThinkPad E15 Gen2-20TD0003GE,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.7,1124.0
1000,Lenovo ThinkPad E14-20RA003WSP,2021.0,Windows,core i5-10210u,4,8,1.6,4.2,14,6,25 W,uhd graphics 620,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,2.2,769.0
1001,Lenovo ThinkPad E14-20RA0016S,2021.0,Windows,core i5-10210u,4,8,1.6,4.2,14,6,25 W,uhd graphics 620,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,1.73,710.0
1002,Lenovo ThinkPad E14 G3-20Y7003XGE,2021.0,Windows,ryzen 7 5700u,8,16,1.8,4.3,7,8,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.4,1064.0
1003,Lenovo ThinkBook Plus Gen2 Core i7,2021.0,Windows,core i7-1160g7,4,8,1.2,4.4,10,12,15 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,13.3,2560,1600,1.16,1892.0
1004,Lenovo ThinkBook 16p G2 ACH-20YM0009GE,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,1024.0,SSD,16.0,2560,1600,1.99,1892.0
1005,Lenovo ThinkBook 15p IMH-20V30009GE,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce gtx 1650 ti max-q,4,GDDR6,128,1035.0,1250.0,16,0,4,512.0,SSD,15.6,1920,1080,1.9,1538.0
1006,Lenovo ThinkBook 15p IMH-20V30007GE,2021.0,Windows,core i5-10300h,4,8,2.5,4.5,14,6,45 W,geforce gtx 1650 max-q,4,GDDR5,128,1020.0,1751.0,16,0,4,512.0,SSD,15.6,1920,1080,1.9,1301.0
1007,Lenovo ThinkBook 15-IIL-20SM001VMH,2021.0,Windows,core i5-1035g4,4,8,1.1,3.7,10,6,15 W,iris plus graphics g4,0,,0,300.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.8,
1008,"Lenovo ThinkBook 14s Yoga ITL, i5-1135G7",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.5,1183.0
1009,Lenovo ThinkBook 14 G2 ARE-20VF000BGE,2021.0,Windows,ryzen 7 4700u,8,8,1.8,4.2,7,12,25 W,radeon rx vega 7,0,,0,1800.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.4,970.0
1010,Lenovo ThinkBook 13s G2 ITL-20V90003GE,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,13.3,1920,1080,1.26,1041.0
1011,Lenovo Legion Y540 15IRH-81SX007YMH,2021.0,Windows,core i7-9750h,6,12,2.6,4.5,14,12,45 W,geforce rtx 2060 mobile,6,GDDR6,192,960.0,1750.0,16,0,4,1024.0,SSD,15.6,1920,1080,2.3,
1012,Lenovo Legion Slim 7i-82BC002FGE,2021.0,Windows,core i5-10300h,4,8,2.5,4.5,14,6,45 W,geforce gtx 1650 ti mobile,4,GDDR6,128,1350.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,1.9,
1013,Lenovo Legion S7 15ACH6-82K8CTO1WW,2021.0,Windows,ryzen 5 5600h,6,12,3.3,4.2,7,16,45 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,8,0,4,512.0,SSD,15.6,1920,1080,1.9,
1014,"Lenovo Legion 7 16ITH6, 11980HK 3080",2021.0,Windows,core i9-11980hk,8,16,2.6,5.0,10,24,45 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,1024.0,SSD,16.0,2560,1600,2.5,
1015,Lenovo Legion 7 16ACHg6-82N6008FGE,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,16,0,4,1024.0,SSD,16.0,2560,1600,2.5,
1016,Lenovo Legion 7 16ACH6-88GMY701639,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,16.0,2560,1600,2.5,
1017,Lenovo Legion 7 15IMHG05-81YU0007FR,2021.0,Windows,core i7-10875h,8,16,2.1,5.1,14,16,45 W,geforce rtx 2080 super max-q,8,GDDR6,256,735.0,1375.0,32,0,4,2048.0,SSD,15.6,1920,1080,1.84,
1018,Lenovo Legion 5 Pro 16ITH6H-82JD000TGE,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,16.0,2560,1600,2.3,
1019,Lenovo Legion 5i Pro 16ITH6H-82JD0011HH,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,1024.0,SSD,16.0,2560,1600,2.3,
1020,Lenovo Legion 5 Pro 16ACH6H-82JQ007GMH,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,1024.0,SSD,16.0,2560,1600,2.45,
1021,Lenovo Legion 5 17ACH6-82K0000RMH,2021.0,Windows,ryzen 5 5600h,6,12,3.3,4.2,7,16,45 W,geforce gtx 1650 mobile,4,GDDR5,128,1395.0,2001.0,16,0,4,512.0,SSD,17.3,1920,1080,2.98,
1022,Lenovo Legion 5 17ACH6H-82JY0001GE,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3070,8,GDDR6,256,1500.0,1750.0,16,0,4,1024.0,SSD,17.3,1920,1080,2.98,
1023,"Lenovo Legion 5 15ITH6, i7-11800H 3050 Ti",2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,2.4,
1024,Lenovo Legion 5 15ACH6H-82JU0033PH,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,1024.0,SSD,15.6,1920,1080,2.4,
1025,Lenovo Legion 5 15ACH-82JU000JGE,2021.0,Windows,ryzen 5 5600h,6,12,3.3,4.2,7,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.4,1538.0
1026,Lenovo Legion 5 15ACH6A-82NW0037GE,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,radeon rx 6600m,8,GDDR6,128,2068.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.4,
1027,Lenovo Legion 5 15ACH-06-82JY000PGE,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.4,1833.0
1028,Lenovo Legion 5 15ACH-06-82JY0001GE,2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,16,0,4,1024.0,SSD,15.6,1920,1080,2.4,1952.0
1029,Lenovo IdeaPad Slim 7 14IIL05-82A4000MUS,2021.0,Windows,core i5-1035g1,4,8,1.0,3.6,10,6,15 W,geforce mx350,2,GDDR5,64,747.0,1752.0,8,0,4,512.0,SSD,14.0,1920,1080,1.5,
1030,Lenovo IdeaPad Slim 5 Pro 14ITL6-82L3009LIN,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,2240,1400,1.38,
1031,"Lenovo IdeaPad Slim 5 15, i5-1135G7",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.66,828.0
1032,Lenovo Ideapad L340 17IRH-81LL003BMH,2021.0,Windows,core i7-9750h,6,12,2.6,4.5,14,12,45 W,geforce gtx 1650 mobile,4,GDDR5,128,1395.0,2001.0,16,0,4,1024.0,SSD,17.3,1920,1080,2.78,
1033,Lenovo IdeaPad Gaming 3 15IHU6-82K1002QGE,2021.0,Windows,core i5-11300h,4,8,4.4,,10,8,32 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,2.25,
1034,Lenovo IdeaPad Gaming 3 15ARH05-82EY00RESP,2021.0,Windows,ryzen 7 4800h,8,16,2.9,4.2,7,12,54 W,geforce gtx 1650 mobile,4,GDDR5,128,1395.0,2001.0,16,0,4,512.0,SSD,15.6,1920,1080,2.2,1183.0
1035,Lenovo IdeaPad Gaming 3 15ARH05-82EY00RDSP,2021.0,Windows,ryzen 5 4600h,6,12,3.0,4.0,7,11,54 W,geforce gtx 1650 mobile,4,GDDR5,128,1395.0,2001.0,16,0,4,512.0,SSD,15.6,1920,1080,2.2,769.0
1036,Lenovo IdeaPad Gaming 3 15ARH05-82EY003NGE,2021.0,Windows,ryzen 5 4600h,6,12,3.0,4.0,7,11,54 W,geforce gtx 1650 ti mobile,4,GDDR6,128,1350.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,2.2,887.0
1037,Lenovo IdeaPad Gaming 3 15ACH6-82K20015US,2021.0,Windows,ryzen 5 5600h,6,12,3.3,4.2,7,16,45 W,geforce gtx 1650 mobile,4,GDDR5,128,1395.0,2001.0,8,0,4,256.0,SSD,15.6,1920,1080,2.25,
1038,Lenovo IdeaPad Flex 5 15IIL05-81X3002BMH,2021.0,Windows,core i3-1005g1,2,4,1.2,3.4,10,4,15 W,uhd graphics g1,0,,0,300.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.8,
